mnc,year,sector,upe_code,upe_name,jur_code,jur_name,total_revenues,profit_before_tax,tax_paid,employees,tangible_assets,tax_accrued,unrelated_revenues,related_revenues,stated_capital,accumulated_earnings,currency
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,PHL,Philippines,16128625.47,39709.15725,339137.6674,287,989375.1174,108797.7248,9010893.188,7117732.285,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,POL,Poland,56939711.84,2948136.621,1316707.36,206,3919401.143,715033.1357,55994875.37,944836.468,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,PRT,Portugal,18768345.36,454240.5624,522255.9094,62,934104.2634,118859.1666,17538434.71,1229910.654,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,ROU,Romania,26613989.43,2430710.204,421909.7958,46,109870.9452,420970.7279,26164980.82,449008.6126,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,RUS,Russia,310098468,14761610.9,3266614.794,467,17583375.81,3454025.918,175582892.9,134515575.1,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,SAU,Saudi Arabia,27153819.32,1717421.051,319685.5464,42,17117195.67,308014.2738,27153416.87,402.4576749,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,SRB,Serbia,248758820.5,23745002.82,0,792,24738268.36,NA,9627726.651,239131093.9,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,SGP,Singapore,101426980.8,3653913.23,611333.2081,158,21628746.21,572160.6611,13544310.59,87882670.17,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,SVK,Slovakia,8399559.98,455850.3931,188618.497,29,1953932.011,8183.306056,8274529.795,125030.1843,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,SVN,Slovenia,NA,124896.0318,110407.5555,5,19183.81584,24549.91817,NA,730594.8324,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,ZAF,South Africa,39146789.73,66137.21124,-94711.70615,162,738643.9859,-63990.7703,35028306.19,4118483.539,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,ESP,Spain,57757237.53,1058866.143,362077.7548,128,2260202.302,264951.3026,56148077.59,1609159.937,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,SWE,Sweden,43056129.43,3086313.756,839258.4047,92,3747015.106,663116.0956,41753508.09,1302621.341,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,CHE,Switzerland,77886158.14,5777414.075,6258216.844,180,17102841.35,903249.175,68082825.79,9803332.35,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,TWN,Taiwan,110532854,3925438.008,428349.1186,310,8421024.389,915054.6001,21824072.34,88708781.63,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,THA,Thailand,24771806.5,-508438.1959,41855.59819,88,4506586.891,NA,24234123.04,537683.4536,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,TUR,Turkey,39054626.92,8767942.905,2348340.533,81,1385930.08,1721445.628,37534007.67,1520619.248,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,ARE,United Arab Emirates,54971291.35,1296986.934,NA,116,1851439.457,NA,50574441.25,4396850.098,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,GBR,United Kingdom,181638807.7,14577553.59,1138552.762,448,11401894.23,2972418.234,160792036.7,20846770.95,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,UKR,Ukraine,14221110.25,1245338.199,132274.4225,41,312575.4608,194387.057,14167583.38,53526.87076,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,USA,United States of America,814405435.9,14524965.79,798207.7218,1169,63056263.58,2506506.399,477054680.6,337350755.3,NA,NA,EUR
GRUNDFOS,2020,"Industrial, Electric and Electronic Machinery",DNK,Denmark,VNM,Viet Nam,10860588.66,393603.606,107724.5043,48,375358.8581,83711.19637,10714898.98,145689.6783,NA,NA,EUR
GVS,2020,Unclassified Manufacturing,ITA,Italy,ITA,Italy,175696313.6,40715205.45,2007346,364,20670518.27,10093858.56,125464781.4,50231532.25,NA,NA,EUR
GVS,2020,Unclassified Manufacturing,ITA,Italy,USA,United States of America,76864531.36,24184338.91,203948.52,552,10765017.83,987666.45,66011991.85,10852539.51,NA,NA,EUR
GVS,2020,Unclassified Manufacturing,ITA,Italy,JPN,Japan,NA,1512837.36,173539.41,8,34518.53,535739.54,4186681.37,NA,NA,NA,EUR
GVS,2020,Unclassified Manufacturing,ITA,Italy,BRA,Brazil,12633634.46,3872128.63,457913.04,214,2877137.65,552256.02,12336674.35,296960.11,NA,NA,EUR
GVS,2020,Unclassified Manufacturing,ITA,Italy,GBR,United Kingdom,82300909,24701538.72,4864550.68,304,6495819.24,4696348.21,72206406.46,10094502.54,NA,NA,EUR
GVS,2020,Unclassified Manufacturing,ITA,Italy,ARG,Argentina,NA,321421.28,22897.54,3,19247.53,79048.98,843298.23,NA,NA,NA,EUR
GVS,2020,Unclassified Manufacturing,ITA,Italy,MEX,Mexico,23465293.8,10768211.85,NA,363,8351414.7,3230463.55,18963349.97,4501943.83,NA,NA,EUR
GVS,2020,Unclassified Manufacturing,ITA,Italy,CHN,China,48325512.73,18402581.77,3893314.82,237,6781649.09,4638682.61,43440336.6,4885176.13,NA,NA,EUR
GVS,2020,Unclassified Manufacturing,ITA,Italy,ROU,Romania,36159372.15,7180232.72,373920.05,646,8397478.21,988588.73,13055491.34,23103880.81,NA,NA,EUR
GVS,2020,Unclassified Manufacturing,ITA,Italy,TUR,Turkey,2667440.42,870456.58,97077.12,6,13952.47,197949.95,2666894.98,545.44,NA,NA,EUR
GVS,2020,Unclassified Manufacturing,ITA,Italy,PRI,Puerto Rico,NA,109246.79,213919,196,4897197.2,NA,12780586.76,NA,NA,NA,EUR
GVS,2020,Unclassified Manufacturing,ITA,Italy,KOR,South Korea,5558914.19,2062044.69,308134.34,8,81673.89,440805.81,5558728.21,185.98,NA,NA,EUR
GVS,2020,Unclassified Manufacturing,ITA,Italy,RUS,Russia,33271.89,10659.31,NA,6,4339.66,1238.99,32366.65,905.24,NA,NA,EUR
HEIMSTADEN,2020,Property Services,SWE,Sweden,SWE,Sweden,379311002.6,-7343964.596,10682130.32,393,2163894400,3242789.562,244830611.9,134480390.7,NA,NA,EUR
HEIMSTADEN,2020,Property Services,SWE,Sweden,NOR,Norway,78017701.82,27468335.11,5722569.815,133,534392644.6,5341065.161,67526323.82,10491377.99,NA,NA,EUR
HEIMSTADEN,2020,Property Services,SWE,Sweden,DNK,Denmark,132382115.1,164905386.8,12685029.76,126,3454047764,9728368.686,145544025.6,-13161910.58,NA,NA,EUR
HEIMSTADEN,2020,Property Services,SWE,Sweden,NLD,Netherlands,111780863.7,124656645.8,7630093.087,23,2229703952,9632992.523,98142072.33,13638791.39,NA,NA,EUR
HEIMSTADEN,2020,Property Services,SWE,Sweden,DEU,Germany,953761.6359,0,-95376.16359,117,95376.16359,0,953761.6359,0,NA,NA,EUR
HEIMSTADEN,2020,Property Services,SWE,Sweden,CZE,Czechia,139726079.7,96806806.04,3052037.235,580,1322295132,10586754.16,139726079.7,0,NA,NA,EUR
HEIMSTADEN,2020,Property Services,SWE,Sweden,POL,Poland,0,0,95376.16359,0,0,0,0,0,NA,NA,EUR
HEIMSTADEN,2021,Property Services,SWE,Sweden,SWE,Sweden,470704183.7,182230325.7,7293155.275,459,6245700488,7293155.275,288276745.7,182427438,NA,NA,EUR
HEIMSTADEN,2021,Property Services,SWE,Sweden,NOR,Norway,98457596.22,27792834.97,6209037.599,147,559010496.2,8081604.494,76578130.39,21879465.83,NA,NA,EUR
HEIMSTADEN,2021,Property Services,SWE,Sweden,DNK,Denmark,285418617.3,670477504.6,7490267.58,244,6568570443,25723155.77,258512787.7,26905829.6,NA,NA,EUR
HEIMSTADEN,2021,Property Services,SWE,Sweden,NLD,Netherlands,145863105.5,802247080.3,18232888.19,118,2694032425,12319519.05,112649682.2,33213423.35,NA,NA,EUR
HEIMSTADEN,2021,Property Services,SWE,Sweden,DEU,Germany,91558665.55,105455083,-6307593.752,132,6663282905,-3646577.638,79337702.66,12220962.89,NA,NA,EUR
HEIMSTADEN,2021,Property Services,SWE,Sweden,CZE,Czechia,215443749.1,272704873.6,12319519.05,715,1773715074,6307593.752,154930271.5,60513477.55,NA,NA,EUR
HEIMSTADEN,2021,Property Services,SWE,Sweden,ISL,Iceland,13305080.57,33311979.5,0,21,443305573.4,98556.15237,11826738.28,1478342.286,NA,NA,EUR
HEIMSTADEN,2021,Property Services,SWE,Sweden,POL,Poland,0,0,0,9,0,0,0,0,NA,NA,EUR
HEIMSTADEN,2021,Property Services,SWE,Sweden,FIN,Finland,1576898.438,8475829.104,197112.3047,0,99935938.5,197112.3047,1576898.438,0,NA,NA,EUR
HEIMSTADEN,2021,Property Services,SWE,Sweden,GBR,United Kingdom,985561.5237,-492780.7618,3548021.485,3,96092248.56,0,98556.15237,887005.3713,NA,NA,EUR
HESS CORPORATION,2020,"Oil, Gas and Mining",USA,United States of America,USA,United States of America,3205218000,-1404307477,-1751006.829,1405,9100857993,-2626510.243,3155314306,49903694.62,NA,NA,EUR
HESS CORPORATION,2020,"Oil, Gas and Mining",USA,United States of America,GUY,Guyana,NA,37646646.82,NA,NA,1850814218,NA,306426195.1,NA,NA,NA,EUR
HESS CORPORATION,2020,"Oil, Gas and Mining",USA,United States of America,MYS,Malaysia,NA,-643495009.6,5253020.487,140,379092978.5,10506040.97,220626860.4,NA,NA,NA,EUR
HESS CORPORATION,2020,"Oil, Gas and Mining",USA,United States of America,THA,Thailand,NA,NA,10506040.97,NA,NA,11381544.39,NA,NA,NA,NA,EUR
HESS CORPORATION,2020,"Oil, Gas and Mining",USA,United States of America,LBY,Libya,NA,42024163.89,43775170.72,3,310803712.1,29767116.09,81421817.55,NA,NA,NA,EUR
HESS CORPORATION,2020,"Oil, Gas and Mining",USA,United States of America,DNK,Denmark,NA,-592715811.6,NA,73,158466118,NA,95429872.18,NA,NA,NA,EUR
HESS CORPORATION,2020,"Oil, Gas and Mining",USA,United States of America,GBR,United Kingdom,NA,6128523.901,-1751006.829,NA,NA,-11381544.39,NA,875503.4145,NA,NA,EUR
HESS CORPORATION,2020,"Oil, Gas and Mining",USA,United States of America,NLD,Netherlands,NA,NA,NA,NA,NA,NA,NA,8755034.145,NA,NA,EUR
HESS CORPORATION,2020,"Oil, Gas and Mining",USA,United States of America,LUX,Luxembourg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
HESS CORPORATION,2020,"Oil, Gas and Mining",USA,United States of America,CYM,Cayman Islands,NA,NA,NA,NA,NA,NA,NA,21012081.95,NA,NA,EUR
HESS CORPORATION,2021,"Oil, Gas and Mining",USA,United States of America,USA,United States of America,4669823286,195315802.8,845522.9559,1400,8227783884,845522.9559,4547222457,122600828.6,NA,NA,EUR
HESS CORPORATION,2021,"Oil, Gas and Mining",USA,United States of America,GUY,Guyana,NA,397395789.3,NA,NA,2590682337,NA,637524308.8,NA,NA,NA,EUR
HESS CORPORATION,2021,"Oil, Gas and Mining",USA,United States of America,MYS,Malaysia,NA,206307601.3,12682844.34,142,393168174.5,12682844.34,344973366,NA,NA,NA,EUR
HESS CORPORATION,2021,"Oil, Gas and Mining",USA,United States of America,THA,Thailand,NA,NA,15219413.21,NA,NA,17755982.07,NA,NA,NA,NA,EUR
HESS CORPORATION,2021,"Oil, Gas and Mining",USA,United States of America,LBY,Libya,NA,400777881.1,NA,3,294241988.7,373721146.5,457427919.2,NA,NA,NA,EUR
HESS CORPORATION,2021,"Oil, Gas and Mining",USA,United States of America,DNK,Denmark,NA,17755982.07,NA,NA,NA,NA,52422423.27,NA,NA,NA,EUR
HESS CORPORATION,2021,"Oil, Gas and Mining",USA,United States of America,GBR,United Kingdom,NA,12682844.34,-15219413.21,NA,NA,-845522.9559,NA,NA,NA,NA,EUR
HESS CORPORATION,2021,"Oil, Gas and Mining",USA,United States of America,NLD,Netherlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
HESS CORPORATION,2021,"Oil, Gas and Mining",USA,United States of America,LUX,Luxembourg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
HESS CORPORATION,2021,"Oil, Gas and Mining",USA,United States of America,CYM,Cayman Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,BRA,Brazil,2217556655,-281635842.7,48971086.22,5653,NA,-78978900.76,NA,NA,NA,774576712.7,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,CAN,Canada,512529304.5,51888512.63,19796822.09,535,NA,7293566.033,NA,NA,NA,209637926.5,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,OTHER,China and Hong Kong,194634019.3,9064860.641,3125814.014,665,NA,3230007.815,NA,NA,NA,7293566.033,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,HRV,Croatia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,CZE,Czechia,729356.6033,NA,NA,6,NA,NA,NA,NA,NA,104193.8005,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,DNK,Denmark,282677780.7,14482938.27,937744.2042,725,NA,3125814.014,NA,NA,NA,224537640,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,EST,Estonia,5834852.826,104193.8005,NA,12,NA,NA,NA,NA,NA,1041938.005,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,FIN,Finland,18338108.88,729356.6033,104193.8005,10,NA,104193.8005,NA,NA,NA,1979682.209,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,FRA,France,734566293.3,39697837.98,13232612.66,1884,NA,10419380.05,NA,NA,NA,24381349.31,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,DEU,Germany,2923573847,5939046.627,4480333.42,4569,NA,5626465.225,NA,NA,NA,991612399.1,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,GRC,Greece,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3542589.216,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,HUN,Hungary,323209169.1,1562907.007,3959364.418,1652,NA,3646783.016,NA,NA,NA,5730659.026,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,IND,India,53659807.24,-833550.4038,NA,439,NA,2396457.411,NA,NA,NA,-45011721.8,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,ITA,Italy,312060432.4,2396457.411,1250325.606,634,NA,-5626465.225,NA,NA,NA,147121646.3,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,JPN,Japan,24068767.91,1041938.005,729356.6033,4,NA,416775.2019,NA,NA,NA,6460015.629,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,LVA,Latvia,625162.8028,NA,NA,NA,NA,NA,NA,NA,NA,-520969.0023,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,LTU,Lithuania,34071372.75,1771294.608,104193.8005,222,NA,104193.8005,NA,NA,NA,3959364.418,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,LUX,Luxembourg,155873925.5,120448033.3,1041938.005,53,NA,2604845.012,NA,NA,NA,18650690.28,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,MEX,Mexico,19692628.29,1667100.808,416775.2019,329,NA,833550.4038,NA,NA,NA,14587132.07,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,MOZ,Mozambique,104193.8005,729356.6033,NA,NA,NA,NA,NA,NA,NA,NA,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,NLD,Netherlands,234540244.9,673091951,937744.2042,573,NA,-1041938.005,NA,NA,NA,1205626465,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,NOR,Norway,7435894764,1008179213,201927585.3,4116,NA,231622818.4,NA,NA,NA,6178483980,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,POL,Poland,273508726.2,13857775.46,3750976.817,1413,NA,3230007.815,NA,NA,NA,73456629.33,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,PRT,Portugal,67100807.5,2188069.81,1041938.005,173,NA,1771294.608,NA,NA,NA,9377442.042,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,ROU,Romania,53555613.44,-3125814.014,NA,244,NA,104193.8005,NA,NA,NA,-16671008.08,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,RUS,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,SGP,Singapore,853138838.2,14691325.87,1146131.805,34,NA,1771294.608,NA,NA,NA,13753581.66,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,SVK,Slovakia,470330815.3,38343318.57,7606147.434,885,NA,8335504.038,NA,NA,NA,70643396.72,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,ZAF,South Africa,NA,-208387.6009,NA,NA,NA,NA,NA,NA,NA,-1354519.406,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,ESP,Spain,339880177.1,12607449.86,2604845.012,751,NA,2813232.613,NA,NA,NA,84501172.18,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,SWE,Sweden,340713727.5,-1250325.606,6251628.028,1055,NA,4480333.42,NA,NA,NA,239958322.5,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,CHE,Switzerland,2553894243,110966397.5,208387.6009,53,NA,13232612.66,NA,NA,NA,11044542.85,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,TUR,Turkey,6668403.23,-104193.8005,416775.2019,31,NA,-104193.8005,NA,NA,NA,4167752.019,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,UKR,Ukraine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,ARE,United Arab Emirates,18025527.48,2500651.211,NA,15,NA,NA,NA,NA,NA,4480333.42,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,GBR,United Kingdom,398853868.2,-26465225.32,312581.4014,1229,NA,-2083876.009,NA,NA,NA,49387861.42,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,USA,United States of America,3783902058,152539723.9,5939046.627,6288,NA,26152643.92,NA,NA,NA,-385725449.3,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,VNM,Viet Nam,15629070.07,1875488.408,104193.8005,233,NA,312581.4014,NA,NA,NA,520969.0023,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,ARG,Argentina,25110705.91,208387.6009,520969.0023,126,NA,-208387.6009,NA,NA,NA,4376139.62,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,AUS,Australia,142328731.4,-2813232.613,NA,9,NA,NA,NA,NA,NA,-172128158.4,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,AUT,Austria,246626725.7,30841364.94,3438395.415,793,NA,3959364.418,NA,NA,NA,60015629.07,EUR
HYDRO,2018,Metals and Cement,NOR,Norway,BEL,Belgium,354779890.6,4584527.221,520969.0023,823,NA,2188069.81,NA,NA,NA,56681427.46,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,OTHER,China and Hong Kong,226675193.6,6090690.38,1928718.62,678,NA,2233253.139,NA,NA,NA,12993472.81,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,HRV,Croatia,507557.5316,NA,NA,11,NA,NA,NA,NA,NA,NA,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,CZE,Czechia,710580.5443,NA,NA,8,NA,NA,NA,NA,NA,101511.5063,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,DNK,Denmark,262914801.4,9136035.57,3857437.241,704,NA,2030230.127,NA,NA,NA,223629848.4,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,EST,Estonia,8933012.557,406046.0253,NA,13,NA,101511.5063,NA,NA,NA,1319649.582,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,FIN,Finland,15531260.47,203023.0127,101511.5063,10,NA,101511.5063,NA,NA,NA,2131741.633,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,FRA,France,643988996.2,-25174853.57,2233253.139,1896,NA,4060460.253,NA,NA,NA,3552902.722,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,DEU,Germany,2794002700,-111561145.5,7308828.456,4962,NA,6293713.392,NA,NA,NA,838078996.3,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,GRC,Greece,NA,-203023.0127,NA,NA,NA,NA,NA,NA,NA,-3552902.722,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,HUN,Hungary,313772066.1,8526966.532,4161971.759,1617,NA,4161971.759,NA,NA,NA,9237547.076,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,IND,India,47710407.97,-2842322.177,101511.5063,485,NA,-101511.5063,NA,NA,NA,-46289246.89,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,ITA,Italy,265960146.6,710580.5443,203023.0127,648,NA,2537787.658,NA,NA,NA,140187390.2,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,JPN,Japan,19490209.22,913603.557,203023.0127,6,NA,304534.519,NA,NA,NA,6192201.886,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,LTU,Lithuania,22941600.43,1319649.582,101511.5063,182,NA,304534.519,NA,NA,NA,4974063.81,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,LUX,Luxembourg,127498451.9,9745104.608,3857437.241,50,NA,2842322.177,NA,NA,NA,23550669.47,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,MEX,Mexico,20809858.8,1116626.57,913603.557,354,NA,710580.5443,NA,NA,NA,15531260.47,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,NLD,Netherlands,212666605.8,117956370.4,2131741.633,600,NA,5684644.354,NA,NA,NA,1257930586,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,NOR,Norway,6415831735,712509262.9,183126757.4,4136,NA,72986773.05,NA,NA,NA,5740678706,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,POL,Poland,250631909.1,10557196.66,4568017.785,1471,NA,3552902.722,NA,NA,NA,78772928.91,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,PRT,Portugal,54410167.39,-304534.519,2030230.127,173,NA,406046.0253,NA,NA,NA,8425455.025,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,ROU,Romania,50552730.15,-812092.0506,NA,217,NA,101511.5063,NA,NA,NA,-17053933.06,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,SGP,Singapore,776766046.4,10658708.16,1522672.595,38,NA,1015115.063,NA,NA,NA,22840088.92,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,SVK,Slovakia,432439017,-51060287.68,609069.038,864,NA,-9440570.089,NA,NA,NA,29336825.33,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,ZAF,South Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1319649.582,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,ESP,Spain,284942798.3,1928718.62,710580.5443,611,NA,3146856.696,NA,NA,NA,80397113.01,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,SWE,Sweden,295804529.4,3248368.203,6801270.924,1044,NA,2537787.658,NA,NA,NA,227487285.7,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,CHE,Switzerland,1745591863,-20403812.77,304534.519,57,NA,-4263483.266,NA,NA,NA,3857437.241,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,TUR,Turkey,5887667.367,-710580.5443,NA,32,NA,-101511.5063,NA,NA,NA,2842322.177,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,UKR,Ukraine,NA,NA,NA,NA,NA,NA,NA,NA,NA,-101511.5063,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,ARE,United Arab Emirates,10455685.15,406046.0253,NA,17,NA,NA,NA,NA,NA,4974063.81,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,GBR,United Kingdom,339149942.6,-29438336.84,406046.0253,1068,NA,-1319649.582,NA,NA,NA,21520439.34,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,USA,United States of America,3689841744,-151252144.4,22332531.39,6008,NA,24464273.03,NA,NA,NA,-137751114.1,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,VNM,Viet Nam,16343352.52,-2131741.633,203023.0127,232,NA,-304534.519,NA,NA,NA,-609069.038,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,ARG,Argentina,19794743.73,1522672.595,710580.5443,103,NA,203023.0127,NA,NA,NA,4060460.253,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,AUS,Australia,128310544,-5380109.835,NA,6,NA,NA,NA,NA,NA,-173280141.3,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,AUT,Austria,233780999.1,23449157.96,5481621.342,453,NA,3857437.241,NA,NA,NA,68215732.25,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,BHR,Bahrain,26596014.66,19185674.7,NA,63,NA,NA,NA,NA,NA,18779628.67,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,BEL,Belgium,339759011.7,-6598247.911,609069.038,842,NA,-3451391.215,NA,NA,NA,50045172.62,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,BRA,Brazil,2498908751,-90142217.62,37254722.82,6103,NA,-25986945.62,NA,NA,NA,613129498.2,EUR
HYDRO,2019,Metals and Cement,NOR,Norway,CAN,Canada,451218645.6,18779628.67,2639299.165,548,NA,4872552.304,NA,NA,NA,226675193.6,EUR
HYDRO,2020,Metals and Cement,NOR,Norway,ARG,Argentina,15574290.3,1025851.457,559555.34,102,NA,466296.1167,NA,NA,NA,3077554.37,EUR
HYDRO,2020,Metals and Cement,NOR,Norway,AUS,Australia,116294251.5,-2424739.807,NA,6,NA,NA,NA,NA,NA,-177752079.7,EUR
HYDRO,2020,Metals and Cement,NOR,Norway,AUT,Austria,190528593.3,25739545.64,3450591.263,426,NA,2797776.7,NA,NA,NA,60152199.05,EUR
HYDRO,2020,Metals and Cement,NOR,Norway,BHR,Bahrain,34692431.08,3823628.157,NA,63,NA,NA,NA,NA,NA,18838363.11,EUR
HYDRO,2020,Metals and Cement,NOR,Norway,BEL,Belgium,319412839.9,-15574290.3,559555.34,855,NA,-1958443.69,NA,NA,NA,35625023.31,EUR
HYDRO,2020,Metals and Cement,NOR,Norway,BRA,Brazil,2485824598,7740515.537,35345245.64,6070,NA,13988883.5,NA,NA,NA,380124594.3,EUR
HYDRO,2020,Metals and Cement,NOR,Norway,CAN,Canada,381150445.8,23128287.39,4662961.167,558,NA,2051702.913,NA,NA,NA,207501771.9,EUR
HYDRO,2020,Metals and Cement,NOR,Norway,OTHER,China and Hong Kong,324635356.4,13802365.05,1958443.69,639,NA,3823628.157,NA,NA,NA,17812511.66,EUR
HYDRO,2020,Metals and Cement,NOR,Norway,HRV,Croatia,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,EUR
HYDRO,2020,Metals and Cement,NOR,Norway,CZE,Czechia,NA,93259.22334,NA,8,NA,NA,NA,NA,NA,186518.4467,EUR
