company_name,Inactive,listed,Branch,OwnData,country_iso,nace_code,bvd_id,nace_section,NACE Rev. 2 main section.1,bvd_sector,revenue_eur_2025,revenue_eur_2024,revenue_eur_2023,revenue_eur_2022,revenue_eur_2021,revenue_eur_2020,employees_2024,employees_2025,employees_2023,employees_2022,employees_2021,employees_2020,consolidation_code,website,isin,legal_form,date_incorporation,guo_name,guo_bvd_id,guo_country_iso,_source,total_assets_eur_2025,total_assets_eur_2024,total_assets_eur_2023,total_assets_eur_2022,total_assets_eur_2021,total_assets_eur_2020,orbis_sources,regime_classification
CANON EUROPA NV,No,No,No,No,NL,4690.0,GBFC012104,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale,,5876503.68049147,5973903.43935117,6206376.05392211,5771076.95314421,5332968.5985254,12306.0,,12470.0,12674.0,13106.0,13718.0,C1,www.canon-europe.com,,Foreign companies,1983-08-17 00:00:00,CANON INCORPORATED,JP6010801003186,JP,large_mne,,,,,,,large_mne,EU_2021_2101
ORANO,No,No,No,No,FR,6420.0,FR330956871,K - Financial and insurance activities,K - Financial and insurance activities,Business Services,,5874000.0,4775000.0,4237000.0,4726000.0,3684000.0,20294.0,,19266.0,127.0,18835.0,17946.0,C2,orano.group,,Public limited companies,1984-10-30 00:00:00,GOVERNMENT OF FRANCE,FR*J00S1080,FR,large_mne,,,,,,,large_mne,EU_2021_2101|CRD_IV
CREMOFIN S.R.L.,No,No,No,No,IT,7010.0,IT01598040366,"M - Professional, scientific and technical activities","M - Professional, scientific and technical activities",Business Services,,5845722.0,5519495.0,5124149.0,4058386.0,3442403.0,17578.0,,16646.0,14110.0,13244.0,13939.0,C2,www.cremonini.com,,Private limited companies,1985-01-30 00:00:00,CREMOFIN S.R.L.,IT01598040366,IT,large_mne,,,,,,,large_mne,EU_2021_2101
CREMONINI SOCIETA' PER AZIONI ABBREVIABILE IN CREMONINI S.P.A.,No,No,No,No,IT,7010.0,IT00162810360,"M - Professional, scientific and technical activities","M - Professional, scientific and technical activities",Business Services,,5841140.0,5511746.0,5124115.0,4058364.0,3440120.0,17578.0,,16646.0,14110.0,13244.0,13939.0,C2,www.cremonini.com,,Public limited companies,1966-12-22 00:00:00,CREMOFIN S.R.L.,IT01598040366,IT,large_mne,,,,,,,large_mne,EU_2021_2101
HORNBACH BAUMARKT AG,No,No,No,No,DE,4778.0,DE7190001137,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail,,5885351.0,5810458.0,5872837.0,5521876.0,5139590.0,24096.0,,22572.0,22490.0,21857.0,20558.0,C2,www.hornbach.de,,Public limited companies,1877,HORNBACH FAMILIEN-TREUHANDGESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,DE7190094965,DE,large_mne,,,,,,,large_mne,EU_2021_2101
CANON EUROPA N.V.,No,No,No,No,NL,4643.0,NL33166721,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale,,5886844.0,5970104.0,6194605.0,5788982.0,5448847.0,12306.0,,12470.0,12674.0,13106.0,13718.0,C1,www.canon-europe.com,,Public limited companies,1981-12-31 00:00:00,CANON INCORPORATED,JP6010801003186,JP,large_mne,,,,,,,large_mne,EU_2021_2101
RAMUDDEN GLOBAL AB,No,No,No,No,SE,6420.0,SE5591139778,K - Financial and insurance activities,K - Financial and insurance activities,Business Services,,902612.581807968,795603.983843206,646750.551047053,497335.29369857,275135.642025984,5295.0,,4646.0,555.0,508.0,2182.0,C2,www.ramudden.se,,Private limited companies,2017-05-30 00:00:00,SAFETY INSTCO SARL,LULB257430,LU,large_mne,,,,,,,large_mne,EU_2021_2101|CRD_IV
STAEDTISCHE WERKE NUERNBERG GESELLSCHAFT MIT BESCHRAENKTER HAFTUNG,No,No,No,No,DE,7490.0,DE8190042266,"M - Professional, scientific and technical activities","M - Professional, scientific and technical activities",Business Services,,5902178.0,6722514.0,5219148.0,3778408.0,3345223.0,4634.0,,4466.0,4383.0,4390.0,4552.0,C2,www.stwn.de,,Private limited companies,1959-12-10 00:00:00,STADT NÜRNBERG,DE8190027771,DE,large_mne,,,,,,,large_mne,EU_2021_2101
MAIRE S.P.A.,No,Yes,No,No,IT,7112.0,IT07673571001,"M - Professional, scientific and technical activities","M - Professional, scientific and technical activities",Business Services,,5900038.0,4259511.0,3463723.0,2864782.0,2630778.0,9739.0,,7978.0,6451.0,6358.0,5960.0,C1,www.mairetecnimont.it,,Public limited companies,1973,MR AMATO FABRIZIO DI,ITPPDMTFRZ63R19H501J,IT,large_mne,,,,,,,large_mne,EU_2021_2101
EMEIS,No,Yes,No,No,FR,8690.0,FR401251566,Q - Human health and social work activities,Q - Human health and social work activities,"Public Administration, Education, Health Social Services",,5916593.0,5391765.0,4825043.0,4635970.0,4115055.0,83494.0,,78476.0,76160.0,71676.0,68800.0,C1,www.orpea-corp.com,,Public limited companies,1995-05-22 00:00:00,EMEIS,FR401251566,FR,large_mne,,,,,,,large_mne,EU_2021_2101
TECHNISCHE WERKE DRESDEN GMBH,No,No,No,No,DE,3513.0,DE3070018454,"D - Electricity, gas, steam and air conditioning supply","D - Electricity, gas, steam and air conditioning supply",Utilities,,5938362.16291,7183706.69869,5410463.49262,3544223.81425,3087987.09034,7440.0,,6743.0,6392.0,6315.0,6090.0,C2,www.twd-dresden.de,,Private limited companies,1990-12-18 00:00:00,LANDESHAUPTSTADT DRESDEN STADTVERWALTUNG,DELEI1012339,DE,large_mne,,,,,,,large_mne,EU_2021_2101
P.T.S. INVEST APS,No,No,No,No,DK,6430.0,DK31472474,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",,,,,,,78.0,88.0,73.0,71.0,73.0,73.0,C2,,,Private limited companies,2008-04-14 00:00:00,MR THOMAS THINGGAARD SORENSEN,DKCP2242553,DK,bank,27419.1624844253,23542.2544329778,20653.7835399938,19630.7244675702,18660.2852532153,17337.9601344207,bank,CRD_IV
BIG ELK ENTERPRISES APS,No,No,No,No,DK,6499.0,DK35378693,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",,,,,,,64.0,61.0,76.0,69.0,58.0,50.0,C2,,,Private limited companies,2013-05-15 00:00:00,MR KIM SORENSEN LEIF,DKCP97993,DK,bank,8516.62391666137,8265.31514697208,8884.26900236548,9480.98995199281,7212.7126638265,5994.35558095533,bank,CRD_IV
FVJ HOLDING II APS,No,No,No,No,DK,6499.0,DK34577633,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",,,,,,,168.0,170.0,173.0,163.0,142.0,147.0,C2,,,Private limited companies,2012-03-23 00:00:00,MR FRANK VADSTRUP JENSEN,DKCP2053410,DK,bank,14239.7326540118,13347.447918453,12158.7984566202,12743.359782336,13426.1306781431,10490.8331875064,bank,CRD_IV
SYDJYSK FINANSIERINGSSELSKAB AF 30/11 1979 HADERSLEV APS,No,No,No,No,DK,6492.0,DK89561116,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",,,,,,,27.0,21.0,29.0,28.0,28.0,28.0,C2,,,Private limited companies,1979-11-30 00:00:00,SYDJYSK FINANSIERINGSSELSKAB AF 30/11 1979 HADERSLEV APS,DK89561116,DK,bank,10321.8694246918,11111.7212269616,11417.2019830369,10870.704243014,10528.133741936,10257.4918527951,bank,CRD_IV
BERLIN WOHNUNGS INVEST 2 APS,No,No,No,No,DK,6430.0,DK37792594,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",,3564.46200767338,3442.55387774697,3271.94942924029,35262.9995102195,,7.0,,7.0,5.0,12.0,,C2,,,Private limited companies,2016-06-13 00:00:00,BERLIN WOHNUNGS INVEST 2 APS,DK37792594,DK,bank,,86315.2040755731,83878.5222756747,97046.2728768285,97349.6002002696,,bank,CRD_IV
ORKLA ASA,No,Yes,No,No,NO,2442.0,NO910747711,C - Manufacturing,C - Manufacturing,Metals & Metal Products,,5993040.61713524,6035315.56497191,5552707.86763809,5053688.67209454,4517176.7927184,19080.0,,19671.0,20471.0,21423.0,18110.0,C1,www.orkla.com,,Public limited companies,1918-02-27 00:00:00,ORKLA ASA,NO910747711,NO,large_mne,,,,,,,large_mne,EU_2021_2101
FINARVEDI S.P.A.,No,No,No,No,IT,7010.0,IT04587230154,"M - Professional, scientific and technical activities","M - Professional, scientific and technical activities",Business Services,,5980164.0,6201368.0,8117006.0,4292825.0,2346435.0,6203.0,,6394.0,6291.0,3626.0,3618.0,C2,automotive.arvedi.it,,Public limited companies,1979-11-08 00:00:00,MR GIOVANNI AMEDEO ARVEDI,ITPPRVDGNN37M28D150H,IT,large_mne,,,,,,,large_mne,EU_2021_2101
HELM AG,No,No,No,No,DE,4675.0,DE2150002716,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale,,5966802.49483,6271173.673,8079422.941,6152772.47,4570010.252,2218.0,,2419.0,1583.0,1653.0,1504.0,C2,www.helmag.com,,Public limited companies,1978-04-21 00:00:00,MR DIETER SCHNABEL HEINZ,DECP3299043,DE,large_mne,,,,,,,large_mne,EU_2021_2101
TECHNOGYM S.P.A.,No,Yes,No,No,IT,9313.0,IT06250230965,"R - Arts, entertainment and recreation","R - Arts, entertainment and recreation","Travel, Personal & Leisure",,901288.0,808091.0,721513.0,611412.0,509681.0,2448.0,,2285.0,2143.0,2155.0,2020.0,C1,www.technogym.com,,Public limited companies,1983,MR NERIO ALESSANDRI,ITPPLSSNRE61D08D935L,IT,large_mne,,,,,,,large_mne,EU_2021_2101
CORPORACION EMPRESARIAL PASCUAL SL,No,No,No,No,ES,4633.0,ESB09052275,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale,,901252.0,914179.0,845274.0,701086.0,649307.0,2340.0,,2830.0,2385.0,2280.0,2376.0,C2,www.corporacionpascual.com,,Private limited companies,1985-08-19 00:00:00,FAMILIA PASCUAL GOMEZ CUETARA,ES*110347708721,ES,large_mne,,,,,,,large_mne,EU_2021_2101
IMPORTACO SA.,No,No,No,No,ES,4619.0,ESA46415337,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale,,900878.161,812951.986,747655.801,724172.425,664179.154,2513.0,,2322.0,2259.0,2164.0,2077.0,C2,www.importaco.com,,Public limited companies,1987-09-28 00:00:00,IMPORTACO SA.,ESA46415337,ES,large_mne,,,,,,,large_mne,EU_2021_2101
OCI NITROGEN B.V.,No,No,No,No,NL,6420.0,NL34388021,K - Financial and insurance activities,K - Financial and insurance activities,Business Services,,900784.0,880703.0,2267164.0,1069060.0,660077.0,554.0,,553.0,541.0,524.0,525.0,C1,www.oci.nl,,Private limited companies,2010-03-31 00:00:00,NASSEF SAWIRIS,EGCP0000028,EG,large_mne,,,,,,,large_mne,EU_2021_2101|CRD_IV
IREN S.P.A.,No,Yes,No,No,IT,3512.0,IT07129470014,"D - Electricity, gas, steam and air conditioning supply","D - Electricity, gas, steam and air conditioning supply",Utilities,,6043125.0,6490381.0,7863043.0,4955871.0,3725461.0,11311.0,,11004.0,10583.0,9055.0,8680.0,C1,www.gruppoiren.it,,Public limited companies,1996,IREN S.P.A.,IT07129470014,IT,large_mne,,,,,,,large_mne,EU_2021_2101
REALDANIA,No,No,No,No,DK,6430.0,DK55542228,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",,,273960.576356697,,,,297.0,,288.0,292.0,285.0,183.0,C2,www.realdania.dk,,Other legal forms,1991-10-02 00:00:00,REALDANIA,DK55542228,DK,bank,,4504595.43160946,4179864.46797994,4034144.7506227,4342195.92514267,3878652.69445957,bank,CRD_IV
FORTENOVA GRUPA D.D.,No,No,No,No,HR,6420.0,HR88035992407,K - Financial and insurance activities,K - Financial and insurance activities,Business Services,,6089449.0,5893286.0,5415470.0,4166564.0,2532081.62,134.0,,134.0,141.0,137.0,132.0,C2,www.fortenova.hr,,Public limited companies,2018-05-30 00:00:00,ITER STAK STICHTING,NL91369436,NL,large_mne,,,,,,,large_mne,EU_2021_2101|CRD_IV
CC TOASTER HOLDING I APS,No,No,No,No,DK,6430.0,DK41954590,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",,,11815.0026994149,12301.8144679923,,,49.0,54.0,48.0,44.0,27.0,,C2,,,Private limited companies,2020-12-16 00:00:00,CATACAP II K/S,DK38714708,DK,bank,28283.6408036683,30402.8355251297,27861.6483889059,30355.6278195845,32185.8453745103,,bank,CRD_IV
ALEXANDER RIDDERMARK AB,No,No,No,No,SE,7010.0,SE5568976145,"M - Professional, scientific and technical activities","M - Professional, scientific and technical activities",Business Services,,900643.903742319,873935.377749993,684029.655623595,503523.410803135,355422.371331949,866.0,,610.0,423.0,295.0,178.0,C2,www.riddermarkbil.se,,Private limited companies,2012-07-02 00:00:00,ALEXANDER RIDDERMARK AB,SE5568976145,SE,large_mne,,,,,,,large_mne,EU_2021_2101
ADDLIFE AB,No,Yes,No,No,SE,8690.0,SE5569958126,Q - Human health and social work activities,Q - Human health and social work activities,"Public Administration, Education, Health Social Services",,900518.150601993,893477.33301105,832242.888988116,786202.012116695,529108.537108536,2256.0,,2301.0,2219.0,1802.0,1112.0,C1,www.add.life,,Public limited companies,2014-12-15 00:00:00,ADDLIFE AB,SE5569958126,SE,large_mne,,,,,,,large_mne,EU_2021_2101
"ABERTIS INFRAESTRUCTURAS, SA",No,No,No,No,ES,5221.0,ESA08209769,H - Transportation and storage,H - Transportation and storage,"Transport, Freight & Storage",,6124584.0,5615730.0,5174776.0,4889815.0,4075854.0,12008.0,,11990.0,12398.0,13395.0,13142.0,C2,www.abertis.com,,Public limited companies,1967-02-24 00:00:00,ABERTIS HOLDCO SA.,ESA88196217,ES,large_mne,,,,,,,large_mne,EU_2021_2101
JMV SE & CO. KG,No,No,No,No,DE,7010.0,DE7170402996,"M - Professional, scientific and technical activities","M - Professional, scientific and technical activities",Business Services,,5673237.0,5875245.0,5444050.0,4685191.0,4573390.0,22448.0,,22590.0,20247.0,20303.0,20341.0,C2,www.voith.de,,Partnerships,2019-09-13 00:00:00,JMV SE & CO. KG,DE7170402996,DE,large_mne,,,,,,,large_mne,EU_2021_2101
HUMANA AB,No,Yes,No,No,SE,9609.0,SE5567608475,S - Other service activities,S - Other service activities,"Travel, Personal & Leisure",,898947.327197513,876624.371414009,830894.18076266,799878.488470614,777039.716687119,12212.0,,11414.0,12426.0,10945.0,10639.0,C1,www.humana.se,,Public limited companies,2008-01-07 00:00:00,HUMANA AB,SE5567608475,SE,large_mne,,,,,,,large_mne,EU_2021_2101
TEREOS SCA,No,No,No,No,FR,4621.0,FR303628499,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale,,5930000.0,7143000.0,6557.0,5086000.0,4317000.0,15695.0,,14887.0,14665.0,18377.0,19446.0,C2,tereos.com/fr,,Partnerships,2002-09-10 00:00:00,TEREOS SCA,FR303628499,FR,large_mne,,,,,,,large_mne,EU_2021_2101
ASTM S.P.A.,No,No,No,No,IT,7010.0,IT00488270018,"M - Professional, scientific and technical activities","M - Professional, scientific and technical activities",Business Services,,6164578.0,5817982.0,4908888.0,3418696.0,2601501.0,13305.0,,13115.0,12663.0,7334.0,5889.0,C2,www.astm.it,,Public limited companies,1928-11-28 00:00:00,MR BENIAMINO GAVIO,ITPPGVABMN65R13A182O,IT,large_mne,,,,,,,large_mne,EU_2021_2101
PROSUS NV,No,Yes,No,No,NL,6190.0,NL34099856,J - Information and communication,J - Information and communication,Communications,,5974111.71285885,5750625.70126857,6803676.81847295,6215658.07660088,4363326.61640186,22159.0,,21048.0,22634.0,30413.0,23939.0,C1,www.prosus.com,,Public limited companies,1997-03-04 00:00:00,NASPERS LIMITED,ZA192500143106,ZA,large_mne,,,,,,,large_mne,EU_2021_2101
ARDAGH METAL PACKAGING S.A.,No,Yes,No,No,LU,2592.0,LULB251465,C - Manufacturing,C - Manufacturing,Metals & Metal Products,5497000.0,4908000.0,4812000.0,4689000.0,4055000.0,,6330.0,6498.0,6437.0,6319.0,5761.0,,C1,www.ardaghmetalpackaging.com,,Public limited companies,2021-02-15 00:00:00,ARD HOLDINGS SA,LULB53248,LU,large_mne,,,,,,,large_mne,EU_2021_2101
HORNBACH HOLDING AG & CO. KGAA,No,Yes,No,No,DE,4719.0,DE7190001133,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail,,6237784.0,6191268.0,6292529.0,5903522.0,5480874.0,25296.0,,23778.0,23681.0,22968.0,21636.0,C1,www.hornbach-holding.com,,Public limited companies,1877,HORNBACH HOLDING AG & CO. KGAA,DE7190001133,DE,large_mne,,,,,,,large_mne,EU_2021_2101
LENZE SE,No,No,No,No,DE,7010.0,DE2170048076,"M - Professional, scientific and technical activities","M - Professional, scientific and technical activities",Business Services,,869430.0,1028285.0,890892.0,712889.0,749774.0,3614.0,,3739.0,3812.0,3716.0,3693.0,C2,www.lenze.com,,Public limited companies,1994-04-21 00:00:00,BHN DIENSTLEISTUNGS GMBH & CO. KG,DE2170075208,DE,large_mne,,,,,,,large_mne,EU_2021_2101
MAST-JAEGERMEISTER SE,No,No,No,No,DE,1101.0,DE2030005748,C - Manufacturing,C - Manufacturing,Food & Tobacco Manufacturing,,896703.0,967375.0,906749.0,720120.0,560230.0,999.0,,985.0,942.0,897.0,878.0,C2,www.jaegermeister.de,,Public limited companies,1878,MR FLORIAN REHM,DE*110235274573,DE,large_mne,,,,,,,large_mne,EU_2021_2101
INTERNATIONAL CAR LEASE HOLDING B.V.,No,No,No,No,NL,7711.0,NL56699980,N - Administrative and support service activities,N - Administrative and support service activities,"Travel, Personal & Leisure",,896600.0,767281.0,637204.0,564295.0,624073.0,296.0,,282.0,278.0,266.0,300.0,C1,www.internationalcarlease.com,,Private limited companies,2012-12-20 00:00:00,ARILLIS HOLDING AG,CHCHE111687683,CH,large_mne,,,,,,,large_mne,EU_2021_2101
NEFAB HOLDING AB,No,No,No,No,SE,6420.0,SE5569803157,K - Financial and insurance activities,K - Financial and insurance activities,Business Services,,897007.709364847,925915.498928204,851920.991566929,642002.227585934,504936.692152323,4903.0,,4697.0,4304.0,3643.0,3193.0,C2,www.nefab.com,,Private limited companies,2014-08-22 00:00:00,NEFAB HOLDING AB,SE5569803157,SE,large_mne,,,,,,,large_mne,EU_2021_2101|CRD_IV
AUTOSTRADE PER L'ITALIA S.P.A.,No,No,No,No,IT,5221.0,IT07516911000,H - Transportation and storage,H - Transportation and storage,"Transport, Freight & Storage",,6258230.0,5740576.0,5203544.0,4920005.0,3546427.0,9428.0,,9117.0,8608.0,8778.0,6621.0,C2,www.wonders.it,,Public limited companies,2003-04-29 00:00:00,REPUBBLICA ITALIANA,IT*J00S1150,IT,large_mne,,,,,,,large_mne,EU_2021_2101
AUTO1 GROUP SE,No,Yes,No,No,DE,4519.0,DE8171164792,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail,,6285772.0,5479297.0,6550265.0,4791325.0,2840878.0,5549.0,,5356.0,6094.0,4704.0,4111.0,C2,www.auto1-group.com,,Public limited companies,2012,AUTO1 GROUP SE,DE8171164792,DE,large_mne,,,,,,,large_mne,EU_2021_2101
NORTH EUROPEAN OIL TRADE OY,No,No,No,No,FI,4671.0,FI18010565,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale,,6285293.0,7408929.0,9124200.0,5303996.0,3956542.0,56.0,,54.0,53.0,53.0,52.0,C2,www.neot.fi,,Private limited companies,2003-01-07 00:00:00,SUOMEN OSUUSKAUPPOJEN KESKUSKUNTA,FI01163231,FI,large_mne,,,,,,,large_mne,EU_2021_2101
SAULE TECHNOLOGIES S.A.,No,Yes,No,No,PL,6619.0,PL300623460,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",,3232.54094469128,1802.13465713481,0.851977890499747,19.1372692596732,361.453874984151,68.0,,,,,,C2,www.blumerang.pl,,Public limited companies,2007,SAULE TECHNOLOGIES S.A.,PL300623460,PL,bank,,179652.341440128,185942.993624813,158902.822346053,30.2281866715293,98.8740053945847,bank,CRD_IV
ORAFOL EUROPE GMBH,No,No,No,No,DE,1729.0,DE2010391217,C - Manufacturing,C - Manufacturing,"Wood, Furniture & Paper Manufacturing",,893763.0,880978.0,914854.0,786447.0,645696.0,2643.0,,2612.0,2527.0,2364.0,2199.0,C2,www.orafol.de,,Private limited companies,1990-06-20 00:00:00,DR HOLGER LOCLAIR,DE*110014003970,DE,large_mne,,,,,,,large_mne,EU_2021_2101
ONTIME CORPORATE UNION SA,No,No,No,No,ES,4941.0,ESA87266490,H - Transportation and storage,H - Transportation and storage,"Transport, Freight & Storage",,893587.067,753657.291,648030.725,149292.809,110735.839,5921.0,,6236.0,5005.0,1142.0,796.0,C2,www.ontime.es,,Public limited companies,2015-04-14 00:00:00,MR CARLOS MARIA MORENO DE VIANA CARDENAS,ES*110170396855,ES,large_mne,,,,,,,large_mne,EU_2021_2101
HOOGVLIET SUPER B.V.,No,No,No,No,NL,4711.0,NL28076415,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,Retail,,894875.054,914342.461,848284.617,822559.763,844802.987,2544.0,,2893.0,2876.0,2991.0,3224.0,C1,www.hoogvliet.com,,Private limited companies,1997-01-01 00:00:00,STICHTING ADMINISTRATIEKANTOOR WATERTOREN HAZERSWOUDE,NL41169930,NL,large_mne,,,,,,,large_mne,EU_2021_2101
ZAMBON COMPANY S.P.A.,No,No,No,No,IT,6420.0,IT01690280159,K - Financial and insurance activities,K - Financial and insurance activities,Business Services,,896218.0,908037.0,854121.0,703671.0,705400.0,2768.0,,2900.0,2798.0,14.0,2720.0,C2,www.zambon.com,,Public limited companies,1938-06-12 00:00:00,"FOGLIA, FAMIGLIA",CH*Q000-5451,CH,large_mne,,,,,,,large_mne,EU_2021_2101|CRD_IV
SORMAN SA,No,No,No,No,ES,6920.0,ESA28799609,"M - Professional, scientific and technical activities","M - Professional, scientific and technical activities",Business Services,,891549.36,927982.767,934184.605,840664.909,780682.45621,4784.0,,4926.0,4795.0,4655.0,5053.0,C2,www.gsorman.typepad.com,,Public limited companies,1982-12-03 00:00:00,SORMAN SA,ESA28799609,ES,large_mne,,,,,,,large_mne,EU_2021_2101
PS RETI S.P.A.,No,No,No,No,IT,7010.0,IT09548890962,"M - Professional, scientific and technical activities","M - Professional, scientific and technical activities",Business Services,,891923.0,840167.0,750266.0,730094.0,643153.0,3555.0,,3411.0,3593.0,3788.0,4027.0,C2,www.sirti.it,,Public limited companies,2016-06-14 00:00:00,ASTORG IQ-EQ FUND,LULB251215,LU,large_mne,,,,,,,large_mne,EU_2021_2101
SIRTI - SOCIETA' PER AZIONI,No,No,No,No,IT,7010.0,IT04596040966,"M - Professional, scientific and technical activities","M - Professional, scientific and technical activities",Business Services,,891846.0,844245.0,754105.0,730005.0,643090.0,3555.0,,3411.0,3593.0,3788.0,4027.0,C2,www.sirti.it,,Public limited companies,2004-11-09 00:00:00,ASTORG IQ-EQ FUND,LULB251215,LU,large_mne,,,,,,,large_mne,EU_2021_2101
BAGLEY LATINOAMERICA SA,No,No,No,No,ES,6420.0,ESA63678122,K - Financial and insurance activities,K - Financial and insurance activities,Business Services,,892609.429,606761.671,774470.743,604827.512,470116.587,5634.0,,5743.0,5858.0,5790.0,5703.0,C2,www.arcor.com,,Public limited companies,2004-11-19 00:00:00,GRUPO ARCOR SOCIEDAD ANONIMA,AR30-70700639-7,AR,large_mne,,,,,,,large_mne,CRD_IV
SOCIETE L D C,No,Yes,No,No,FR,1012.0,FR576850697,C - Manufacturing,C - Manufacturing,Food & Tobacco Manufacturing,,6364098.0,6240147.0,5888928.0,5104036.0,4460159.0,27042.0,,24543.0,23387.0,23489.0,22897.0,C1,www.ldc.fr,,Public limited companies,1968-10-25 00:00:00,SOCIETE L D C,FR576850697,FR,large_mne,,,,,,,large_mne,EU_2021_2101
BECHTLE AG,No,Yes,No,No,DE,6201.0,DE7070210543,J - Information and communication,J - Information and communication,Computer Software,,6358170.0,6476679.0,6064056.0,5339043.0,5845391.0,15801.0,,15159.0,14046.0,12880.0,12180.0,C1,www.bechtle.com,,Public limited companies,1983-07-21 00:00:00,BECHTLE AG,DE7070210543,DE,large_mne,,,,,,,large_mne,EU_2021_2101
UNITED INTERNET AG,No,Yes,No,No,DE,6209.0,DE5170123491,J - Information and communication,J - Information and communication,Media & Broadcasting,,6386455.0,6262460.0,5970626.0,5687084.0,5424689.0,10972.0,,10962.0,10474.0,9975.0,9638.0,C2,www.einsundeins.com,,Public limited companies,1988,MR RALPH BENEDIKT DOMMERMUTH,DEP001436685,DE,large_mne,,,,,,,large_mne,EU_2021_2101
MOTA-ENGIL SGPS S.A.,No,Yes,No,No,PT,4211.0,PT502399694,F - Construction,F - Construction,Construction,,6420882.0,6345664.0,4392446.0,2852248.0,2481996.0,51019.0,,53340.0,44037.0,38574.0,35331.0,C1,www.mota-engil.com,,Public limited companies,1990-08-16 00:00:00,MOTA-ENGIL SGPS S.A.,PT502399694,PT,large_mne,,,,,,,large_mne,EU_2021_2101
EUROSIM - SOCIETA' DI INTERMEDIAZIONE MOBILIARE S.P.A.,No,No,No,No,IT,6612.0,IT00731430153,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",,37852.0,30299.0,23925.0,23599.0,18864.0,87.0,,82.0,78.0,73.0,,C2,www.directa.it,,Public limited companies,1995,,,,bank,,122515.0,97544.0,92255.0,94104.0,55061.0,bank,CRD_IV
PONT FAMILY HOLDING SOCIEDAD LIMITADA.,No,No,No,No,ES,6420.0,ESB43695220,K - Financial and insurance activities,K - Financial and insurance activities,Business Services,,853058.0,774236.0,702694.0,559680.0,614414.0,1046.0,,1128.0,1168.0,1155.0,1181.0,C2,www.borges.es,,Private limited companies,2002-11-05 00:00:00,PONT FAMILY HOLDING SOCIEDAD LIMITADA.,ESB43695220,ES,large_mne,,,,,,,large_mne,EU_2021_2101|CRD_IV
BANK OCHRONY SRODOWISKA SA - BOS SA,No,Yes,No,No,PL,6419.0,PL006239498,K - Financial and insurance activities,,"Banking, Insurance & Financial Services",,255671.856392903,249925.213433752,212171.674977187,142137.935515814,137782.661149027,1333.0,,,,,,C2,www.bosbank.pl,,Public limited companies,1991,GOVERNEMENT OF THE REPUBLIC OF POLAND - MINISTERSTWO SKARBU PANSTWA,PL012149187,PL,bank,,5332060.21122952,5067055.0700261,4687194.9165839,4399301.33622097,4446257.55957551,bank,CRD_IV
LANXESS AG,No,Yes,No,No,DE,2059.0,DE5330203631,C - Manufacturing,C - Manufacturing,"Chemicals, Petroleum, Rubber & Plastic",,6441000.0,6789000.0,8122000.0,7712000.0,6372000.0,12338.0,,12849.0,15177.0,14866.0,14756.0,C2,www.lanxess.de,,Public limited companies,2005,LANXESS AG,DE5330203631,DE,large_mne,,,,,,,large_mne,EU_2021_2101
DISA CORPORACION PETROLIFERA SA,No,No,No,No,ES,6420.0,ESA38445839,K - Financial and insurance activities,K - Financial and insurance activities,Business Services,,6475339.0,6925105.0,7830046.0,5382312.0,3029411.0,10524.0,,10503.0,9917.0,9532.0,9183.0,C2,www.disagrupo.es,,Public limited companies,1997-02-13 00:00:00,DISA CORPORACION PETROLIFERA SA,ESA38445839,ES,large_mne,,,,,,,large_mne,EU_2021_2101|CRD_IV
